player_count,hour_of_day,day_of_week,hero_level,hero_kills,deaths,unit_kills,total_gold,highest_atk,highest_def,highest_speed,atk_range,gold_per_level,atk_per_level,def_per_level,speed_per_level,kd_ratio,total_kills,gold_efficiency,death_ratio,is_winner
5,7,0,2,19,9,66,1475,114,49,254,192,218,12,12,18,2.2450487694418295,38,1927.6108155878867,2.5762560768275513,0
7,3,5,8,3,7,3,8684,98,70,381,105,300,8,14,17,1.6208173566297885,24,1417.0832002162015,2.101364596273074,0
6,7,2,13,6,0,57,10168,224,177,409,131,556,11,3,12,3.834435140206591,20,1833.9514404342283,1.2054403758050856,0
2,17,6,13,0,11,24,2207,101,137,274,205,741,6,10,22,4.687265164415876,9,1513.5869208326262,0.22890736252223864,1
2,4,0,1,11,4,46,14331,151,176,476,245,232,6,4,15,4.70967921024886,42,1523.8343514758296,2.1981005516124212,1
4,8,5,6,12,2,37,2960,265,113,332,114,428,10,14,22,0.9564282958871758,14,344.0328855638228,1.8506542678955447,0
7,3,4,19,9,0,14,1557,231,140,258,221,723,18,12,29,4.3862438833171735,82,847.0363193370985,0.008735153501366222,1
3,21,4,16,14,3,62,14305,237,95,381,195,354,6,7,29,3.7134140629928987,47,1745.0649320953853,0.02825956791733597,0
6,16,1,8,12,7,20,14893,106,187,263,105,622,19,14,21,1.3389032633824176,85,618.6869518677606,2.426378919578082,0
5,8,5,1,8,2,98,1882,96,82,459,211,445,19,6,22,0.4296946033154213,20,407.9105590816391,0.7781992164055616,0
3,0,3,16,8,9,56,11386,208,63,392,219,604,10,10,11,1.4131866077334523,59,786.9909019498282,1.908401003184197,1
7,20,5,9,14,1,52,5761,282,179,342,222,740,15,4,25,4.569820360229476,115,596.7881928067052,1.3626432592957425,1
5,19,6,13,9,10,45,11859,223,96,303,166,360,19,12,15,3.2025755069892847,107,1865.5187506276793,2.590290043565302,1
4,12,0,11,9,8,13,6867,291,163,413,205,316,6,11,28,3.6331678383995722,95,1762.339955603836,2.7508833393074656,1
4,15,0,13,7,9,99,7963,75,56,441,238,470,8,9,22,1.3600465204345698,49,1099.4298145092275,2.990423138036562,1
2,12,6,10,15,4,75,14151,290,39,408,142,686,11,9,26,3.62500196231662,22,310.41897407096246,0.4610524074217405,0
7,13,5,4,16,13,16,13869,163,102,292,244,371,12,3,18,0.23779538076182644,12,1486.2122229676813,2.5888921394264264,0
6,2,6,6,4,6,38,8166,54,125,341,195,473,19,14,26,1.9390745942877678,68,1322.1411164052763,0.7980641301864053,1
5,5,2,7,3,10,8,13982,133,77,311,231,458,7,4,11,3.1710914078574235,3,1946.9984073112926,1.772447624686523,1
3,17,6,5,17,10,98,8929,101,99,258,180,334,18,6,28,0.8158731711524692,91,1206.1158324866785,1.5173185016076327,1
7,18,4,11,18,1,76,6347,154,129,242,140,621,19,6,28,4.13271751478998,77,805.5087021252369,0.05396439471716297,0
7,4,6,13,3,8,78,8269,252,88,406,232,620,17,13,16,1.2516533641784016,71,1134.2390484414004,2.7983138397182845,1
4,14,0,19,6,12,81,10802,297,31,467,134,385,13,5,19,3.296177452810387,8,1962.6739245281294,0.23498116544765535,0
2,1,4,10,9,8,96,12680,103,186,495,121,563,6,9,19,2.0854659986191155,114,1453.452378559455,2.0646567582232076,0
2,9,0,10,17,3,5,9125,210,94,317,249,577,12,14,29,3.0206136178404717,34,1409.5570482686921,2.3550205086247864,1
5,23,1,11,18,3,90,14527,227,112,219,211,722,12,10,18,0.6265077078816498,100,633.2268615065937,2.3858635471430527,0
4,17,3,7,3,5,22,3454,215,183,421,110,779,17,4,26,0.1828727196158759,20,1538.4845316091119,0.40648355678653436,0
7,12,0,18,9,9,58,5494,204,39,365,102,395,18,6,24,4.556865694163476,57,1550.4892930491892,1.3427098515239164,1
6,4,4,4,0,9,90,2946,275,82,330,236,297,8,5,11,1.421187042959196,17,771.1201707966295,2.4882866113019393,0
4,22,1,2,17,9,97,14002,64,108,355,159,221,5,4,13,4.1164173136242495,96,1070.6848983032837,0.908037631136264,1
5,23,0,14,4,5,45,13991,273,88,383,175,649,17,14,28,4.996816472313781,71,730.2859992928209,1.4032460261239907,0
5,0,2,13,14,11,37,3808,110,179,289,186,371,5,8,26,1.136013164194665,114,665.669126583716,0.8183816780995373,1
4,21,6,12,16,0,13,7642,171,77,293,113,582,6,6,14,1.3993366317984426,112,246.61292644907326,1.3906542536559725,1
5,0,3,7,2,13,99,4825,70,178,212,117,333,18,8,16,3.348012959409862,80,713.3811403759978,2.6635137677786402,0
4,17,0,2,11,13,71,4536,95,152,492,212,625,19,4,27,4.8306983095430445,42,1197.1459097808947,1.3653726930983083,1
3,14,1,13,1,8,61,7068,246,51,429,172,224,16,14,16,4.5874903061346455,94,202.88213758825188,1.667736051222961,0
4,16,2,14,0,1,34,4802,183,129,491,122,702,18,6,26,2.564090048321366,97,709.7943508574014,1.2119288499092506,0
4,10,5,17,16,4,18,13369,87,127,225,182,384,13,13,16,3.9960403843809513,5,1786.5385981818501,1.3803515496099765,1
5,20,1,9,15,8,29,5699,111,187,274,224,284,17,8,13,0.7651546801895153,85,1268.5674531932495,0.0455225971392651,0
5,21,6,17,4,3,77,2970,135,54,498,168,766,6,7,17,4.88944710259966,77,1294.1530833457648,0.851236529881368,1
2,16,1,8,14,10,83,6806,239,57,349,146,343,6,5,22,4.825330846776334,66,926.0557490474358,1.3097451652254732,0
2,12,2,2,2,2,24,7142,259,142,347,215,611,10,10,13,0.9022718936079378,11,1417.6498582863398,1.9013909279781867,0
3,0,1,13,6,14,39,13014,127,74,207,129,423,11,9,15,1.5671733115352227,99,541.8789792146465,1.3501557916616764,1
2,1,2,3,10,6,87,3819,251,97,228,124,419,17,5,14,0.590759487783158,11,1673.744258691545,1.0134511299646922,0
4,8,0,16,9,5,13,10094,95,36,495,211,378,11,8,21,1.4314162346010808,108,410.0404158846196,1.1642962060324715,0
5,2,2,6,8,7,25,1364,190,78,408,124,632,19,6,13,4.098183368134513,65,1380.8024383755967,0.7268799876013996,0
2,0,2,19,13,2,86,5258,272,166,327,173,464,17,13,18,1.9537464751097717,1,814.0687864754295,2.7734828483221587,0
2,20,3,7,12,4,21,4119,271,193,315,157,628,13,7,13,0.5331451390191161,14,1545.5233470484582,1.5652296773727437,0
3,15,2,10,1,9,47,11750,52,112,343,193,615,10,13,28,1.7769050714166326,22,1189.576192278836,0.040228361616369335,0
7,22,2,9,2,3,82,2863,271,158,434,218,652,18,7,23,4.908778337782272,28,1014.2354692616892,0.05833877525863984,0
3,5,5,2,6,14,50,1115,55,167,206,226,396,12,9,14,3.1854496167700947,80,504.9603237678446,2.9188849048561245,0
4,16,0,15,17,12,2,8084,142,193,244,124,753,15,13,27,2.1391886373901734,95,1346.278635711835,0.6643526741197351,1
5,4,6,5,2,3,41,9016,57,102,438,177,252,10,7,19,0.916038716136623,6,1954.5857181567435,2.416824866442944,0
3,4,3,4,9,3,18,3384,221,75,354,198,679,6,13,28,4.932266306690105,93,1686.086164832627,0.17482590468172343,0
2,5,5,4,6,9,72,14168,286,135,380,215,642,5,5,21,4.122160145389331,27,308.01474666022125,2.763488210083647,1
5,2,4,18,8,7,27,4935,284,189,414,147,529,9,12,27,1.4792387820095052,13,877.2128810501439,2.6232510110000353,1
5,20,0,4,16,5,83,14127,157,61,287,109,450,18,7,26,0.4433366090338283,43,1866.0494165424893,1.7132794873035442,1
2,22,0,17,10,2,44,8742,210,35,455,198,322,13,9,20,0.3774652311500344,29,1105.4787456026386,0.02699597184976732,0
3,4,4,12,6,9,70,6442,258,195,272,110,586,12,7,12,0.6898529325771158,80,1391.8012864547225,0.7734326220700127,1
2,20,6,17,13,4,77,3490,289,174,378,184,538,18,7,26,2.945766059710666,31,1842.6788220645028,1.2204679421953948,1
7,4,2,10,18,5,62,7980,124,103,411,248,547,17,11,10,4.650940763906912,109,1772.8304427557853,1.3801923502426852,0
5,9,5,1,3,4,72,14324,126,143,492,234,228,8,5,24,2.5340427972293242,69,1103.2766759729197,0.8930362756871161,0
6,9,1,18,5,5,18,10134,99,56,433,225,234,9,8,18,4.230432864035366,114,987.7633447836837,0.09884360473658993,1
6,18,3,18,9,7,46,8661,60,83,438,163,717,17,3,24,2.2848444373130588,87,811.4467132632568,1.7703822177796265,1
4,16,1,14,6,6,13,2724,144,192,422,101,595,9,12,12,3.572059374262344,5,1494.234997693204,1.5724640030842678,0
2,20,4,15,12,4,37,11526,205,114,318,175,493,10,7,28,3.6861764127038543,26,716.5762390487779,0.8490019062872332,0
2,13,0,12,13,9,52,9182,285,156,463,220,788,7,10,22,0.9524221589263594,81,649.7976915756203,0.11392790270881958,0
4,8,6,4,3,5,60,3767,119,182,406,141,548,9,7,21,1.8699586889814779,87,841.2498102868042,2.9837825616658202,0
4,13,0,3,7,13,35,2137,218,185,294,153,346,6,11,29,3.2227805670363177,100,518.9871023818257,1.4459585604792178,0
4,0,3,12,4,3,39,11719,65,140,421,174,266,14,13,10,0.4464133801033944,119,1451.2156687023812,2.2680127253222313,1
5,18,0,7,0,11,80,5117,117,44,475,115,719,5,8,26,1.8715469200384875,23,1309.233168795102,1.3569421051540065,0
7,12,0,11,3,8,29,4420,148,161,430,117,321,15,10,22,2.7205173847778434,101,1069.1813614085186,0.12951087258882432,0
2,12,3,1,2,12,8,6845,97,122,318,189,539,5,12,10,4.981500015918729,33,902.5864026707984,0.9288022352565002,0
5,3,5,6,8,3,63,5778,233,152,467,243,374,14,10,19,2.4252144568499596,39,1836.3125772141168,0.9603304230177035,0
4,0,5,15,7,0,32,4906,113,102,472,105,796,11,5,24,4.098678109860185,46,252.4228129803895,2.515058712147048,0
2,16,3,15,0,6,51,4637,236,184,263,207,650,6,9,16,2.217129696826427,78,1584.3939383131385,1.962689933999623,1
5,7,6,19,5,6,88,3953,139,183,497,147,756,8,9,27,4.002314540836574,74,1823.4372291479997,0.8262897109184185,0
7,1,4,11,8,3,13,6929,239,176,210,141,335,9,12,25,3.0175325279385317,85,1003.4382429738667,2.903219863977258,1
5,7,0,2,6,12,74,11559,298,121,297,175,215,11,14,23,4.444317663361752,117,1191.2428846471641,0.9646254971936141,0
7,6,6,14,3,13,52,13413,125,46,270,176,532,6,8,27,2.1136185065155386,23,1900.0346381876682,2.994702077486161,1
4,1,0,2,12,2,98,1276,188,72,257,231,394,18,14,16,3.061091657125247,64,582.099527513926,2.9884910795107897,1
7,21,4,4,16,7,58,2999,150,150,489,229,695,10,9,26,3.1870915350322546,17,1136.2427260124327,0.5736315532402254,0
2,21,5,17,1,4,77,2227,138,70,450,158,208,5,4,27,2.1451764148223194,43,1054.4980288307834,0.9382233485652005,0
4,2,6,3,4,9,93,7337,67,199,475,126,533,11,11,21,0.8071290140686594,75,665.1067661666661,1.4581325954539626,0
2,17,2,13,11,6,40,12944,68,197,249,178,532,13,12,17,0.5584410938704443,56,1673.4678146715944,1.9923020134436729,0
6,11,2,9,7,3,67,4735,264,68,415,171,526,9,12,11,0.1816905979382022,106,1819.2810705738245,1.5841423470113978,0
3,0,2,7,5,3,67,1695,104,142,251,106,214,9,3,16,4.380317894801552,27,1607.478643618776,2.9083244073967705,1
7,21,5,15,7,7,91,10501,151,180,470,210,425,8,3,13,1.2587270699696034,103,551.6461295274951,2.1719674927070747,0
3,11,5,11,17,13,7,5152,167,140,283,218,624,7,5,27,1.1363830714806635,70,356.14754390248686,0.6361345481489232,0
3,4,4,2,2,7,1,8901,259,76,492,162,607,13,5,15,3.7065734620877215,22,1289.8000735496162,0.31529265064091494,1
7,16,0,15,11,1,85,8470,203,92,325,223,312,9,3,18,1.6680789541282197,84,302.7705689177911,2.06520387212807,0
4,15,4,14,2,13,40,12426,183,139,495,111,627,12,14,18,2.5796189928179993,33,1411.0865994045516,0.47535732054228896,1
6,14,4,11,5,1,54,13306,53,98,271,240,200,13,9,23,0.8963042199575358,10,1154.7635965890368,2.3630305210072624,0
2,22,5,3,1,2,15,8537,157,72,495,142,465,9,6,17,4.802754035163649,85,1393.0143189385944,0.9331100017810109,1
5,14,2,17,11,14,92,11503,164,63,435,116,690,14,12,28,4.272748860084463,105,1262.3073925695392,0.9806797891668195,0
2,4,1,12,1,11,61,3841,78,69,255,162,407,13,4,12,4.332569152528516,34,960.864625148911,0.032395177168535905,1
5,20,0,15,5,11,47,5208,108,90,309,219,568,6,12,27,2.0931913680028256,115,561.5789242524108,2.103033801285122,1
2,13,5,16,16,2,29,12751,174,91,391,135,505,13,7,14,3.835569947165147,92,750.2638444588794,0.33980925919405736,0
7,1,2,5,2,0,11,12590,147,87,292,107,211,15,8,23,0.8049931614099228,41,1144.1010335941576,2.3186417323905544,0
6,10,6,6,1,14,34,9733,66,190,255,168,544,8,11,13,0.14223311269972339,27,1373.3625685656907,1.4756034657516204,0
5,18,1,19,19,13,10,11886,156,104,259,189,664,10,6,16,0.1978673696323378,81,1603.0694303921512,2.352839444863707,1
4,6,1,5,7,2,63,13866,92,45,337,135,693,10,4,29,2.9743485132823464,77,1580.9072932083095,1.7517796175932239,1
2,5,5,3,11,5,49,2088,294,111,238,127,567,10,7,21,2.33143503571491,81,1950.8397378699535,0.24729981605697227,1
2,1,3,1,3,7,84,4363,129,123,227,217,619,6,5,11,2.638275209651747,91,714.514607594137,2.296957010115549,0
5,5,0,6,4,12,20,1024,243,77,248,192,370,11,4,20,0.1365693880443751,23,327.99927478418624,0.20939845468424922,0
4,17,1,15,12,11,68,10764,211,167,324,175,333,17,14,23,2.1711644363213862,7,822.1824839753467,1.4361051617079967,1
4,1,5,2,14,13,47,7144,296,111,212,200,626,10,3,25,3.6185339898842184,105,1537.930055403338,0.5170476424348899,0
7,17,5,3,15,9,19,12150,57,67,235,243,224,15,12,29,2.269199139640436,117,988.6009718599313,2.257005533933655,1
7,14,2,17,9,5,66,6668,190,156,300,113,729,18,4,15,3.6878741109298896,108,1672.019175060955,2.73477368341838,0
7,18,6,12,15,4,43,5236,155,48,481,170,389,5,8,13,1.2417929255444906,52,1188.787457334827,1.6623784900748229,0
7,1,3,18,11,14,32,10959,57,193,285,223,340,6,10,24,4.084395821960455,71,1873.6251007349053,1.5814418828975416,1
7,19,0,15,16,3,72,13935,271,92,203,224,754,11,5,10,2.9833130782219164,3,1906.154195598324,2.291889588976854,0
7,5,4,12,15,2,60,9068,145,106,422,136,514,5,13,16,1.1327391872065407,90,324.74811083374766,0.015236438927181628,0
6,0,6,16,11,12,8,3235,277,160,365,128,643,19,11,21,1.2599303316837815,99,1021.5441914823638,2.753275927905482,0
4,23,6,8,7,3,67,8295,288,131,477,242,518,5,14,19,3.1773492763907316,4,1297.4403102492224,0.5923464512733951,0
7,14,2,14,19,13,34,9392,143,94,329,118,640,5,11,14,4.166704006740972,96,660.570573461983,2.952356651478712,0
4,22,1,17,2,6,80,12390,114,149,230,205,291,12,4,21,2.1365761319428604,48,932.7382028821644,2.2087618438813865,1
4,9,1,8,15,0,97,9448,220,120,210,120,378,8,10,27,1.3656721027252021,97,1419.826774011857,2.3227534431020134,0
3,18,2,15,12,6,87,4747,88,37,295,163,255,8,12,19,4.348356873861942,29,608.1216084170505,1.9686089411208196,1
6,16,5,14,18,0,95,13834,130,102,389,126,354,17,13,15,3.3794146295790912,71,1283.5664353540144,1.4149895483554809,0
7,4,1,18,7,1,64,11433,236,163,391,154,310,6,14,21,2.295618887687075,102,1455.406090695751,1.7148830800834964,0
2,3,3,7,4,14,7,4175,133,136,465,128,336,15,7,16,2.4907109568685795,62,362.8933599725601,0.13920865804537697,1
5,9,0,3,19,3,44,12798,137,118,327,247,431,15,6,27,1.1008566928883425,46,1095.5527688494149,1.8718785282960428,1
2,23,6,12,7,0,86,12528,291,68,437,124,667,15,12,11,3.1713328873177358,25,673.5440538635435,1.8782943059611403,0
6,16,6,3,11,10,46,5897,135,142,311,169,680,5,7,19,1.8578383016601545,56,1503.8954407964802,2.6736023922054284,0
5,9,3,14,0,11,39,6037,142,57,344,162,267,16,6,24,4.978661365704311,36,541.1999153664929,1.5169690722906584,1
6,16,1,15,19,10,75,8427,135,126,264,229,448,14,10,21,2.4528992247832506,97,1806.0282479685916,0.23143312225818302,1
4,19,6,14,5,14,53,9605,93,66,446,249,522,13,6,26,2.480839470329105,6,975.6944057329885,0.9185877614462437,1
5,23,4,7,17,10,75,3014,186,166,422,115,717,11,12,13,2.8726737583122923,39,556.4054545535963,1.9668882363429523,1
4,4,0,17,7,8,45,2381,214,111,305,245,631,8,14,16,4.592104415281859,91,988.4392334305928,0.7177765882543917,0
2,1,0,12,6,11,46,2098,123,85,380,199,686,16,8,18,4.024008689312777,38,935.7387730553502,0.8415834655662028,0
2,5,6,4,0,5,14,4426,85,114,383,129,628,10,4,28,2.310537342009423,61,972.0541270886785,2.4614070490825606,0
5,20,2,9,15,12,18,4655,150,31,425,144,468,18,7,16,3.6216264032667005,102,1254.0103282954044,1.7529591952881272,0
5,1,6,6,11,0,25,8938,269,87,464,118,736,6,8,11,2.9725539440257323,91,1138.1127048443675,1.5255822953207177,0
7,12,2,16,5,0,51,10101,205,136,477,133,347,11,7,15,2.51259853863612,77,469.5988370256248,0.955355900417413,1
6,10,6,2,19,5,92,1187,219,152,288,240,317,6,14,27,1.0423472866433177,52,318.04233076394536,2.1927841077991,1
7,10,4,8,1,3,21,13236,220,197,375,161,566,14,4,15,2.373287690928966,113,1512.9478077077729,0.863155303470088,1
6,15,5,11,13,3,20,12948,262,193,217,217,265,12,9,22,1.3045110764106158,101,1207.4913846709642,2.2111905529325258,0
7,10,0,13,3,14,50,11207,265,143,305,199,569,12,6,28,4.582726534273108,3,846.2013825426748,0.21030444080232602,1
4,18,6,17,0,10,37,6409,219,136,470,121,374,5,10,11,1.7434933861321003,105,1655.0440804965328,2.593624024746251,0
5,14,4,8,17,14,19,3092,153,66,366,210,787,17,9,21,4.7660936712135245,81,898.5052536697225,1.4986993901277983,0
2,22,2,18,12,5,28,12836,115,108,212,172,694,12,9,24,2.711970921464085,107,1632.7371612810934,1.31552405009691,0
6,22,2,18,1,14,50,3130,104,121,231,246,313,6,11,23,3.194567455513186,111,750.3610295222744,1.8330702346257737,1
6,15,0,14,8,13,3,6242,249,47,239,137,310,10,3,15,2.7604081779977063,24,331.1215355813596,1.8725762186888113,0
2,10,3,15,1,11,54,9549,225,127,347,169,638,17,12,27,0.7339650231368344,6,1878.7514488398724,0.39610553066998666,0
7,21,6,6,8,10,70,6647,140,92,417,215,346,5,8,14,1.941523973138911,101,910.1920327064717,2.26870076944864,1
6,15,1,11,0,6,91,6185,71,179,418,178,234,9,8,27,0.5858159501603573,27,1626.8466311288803,0.8277848938501887,0
4,7,2,13,10,8,27,6776,150,168,281,247,508,15,8,12,3.1524748164985708,68,702.4594398001481,2.714885640509742,1
5,3,5,1,2,9,3,11614,204,33,407,108,737,11,14,12,2.289683556482151,66,1363.4572018225808,2.4535519902444975,0
2,7,5,6,19,4,21,13449,170,164,400,131,213,17,8,19,3.9121263606975907,107,1771.959571863911,1.0387981246042455,1
5,3,2,9,3,8,75,8913,142,90,237,231,573,14,14,28,1.1803053568969124,94,274.9592402119646,2.4232178796021433,0
6,23,3,8,17,3,44,8547,244,136,410,149,756,5,12,12,0.9063736863037412,110,1695.1443764349606,1.0691714978997124,0
6,2,3,11,5,12,66,8823,157,83,448,181,627,19,9,21,2.0910279317224623,105,1228.3994089494715,0.30284304490812186,1
2,2,4,19,2,9,85,8355,190,117,426,104,432,6,12,25,4.6402683777700675,19,1293.4491570354246,2.885664716177124,0
4,17,5,9,10,1,65,7465,222,97,247,247,762,11,8,26,3.581066893560818,82,1141.6844014507687,1.9578060456463202,1
3,18,4,17,14,2,87,13737,59,158,217,186,639,10,3,16,2.1527257614853017,111,1774.0551859105562,1.368298579987775,0
2,18,5,12,4,12,33,2497,277,84,494,225,701,7,5,22,2.634633631796122,10,278.18004302414744,1.1933200545931189,1
3,20,6,14,19,10,90,14324,58,32,395,174,474,18,4,11,0.5126437547677819,103,669.8511047645266,0.9741160027747919,0
7,4,6,15,9,0,54,11350,231,195,386,121,275,14,8,13,4.924421892242954,66,1776.3725699464796,2.944342786287388,0
3,17,1,16,11,13,0,3555,297,150,423,167,638,6,10,19,3.3653957930051033,86,1554.2222645575207,0.4042417953927222,0
4,9,6,1,14,13,71,6409,296,158,428,143,488,14,5,16,1.4984799354707703,6,231.76128832149053,0.9444151767617049,1
7,21,1,10,16,5,86,11534,204,131,276,133,739,8,12,26,2.9704611316546976,22,1130.6113097774755,1.4564929208479906,1
3,20,6,8,9,12,37,3951,83,67,387,176,452,7,10,29,0.6364635937380705,60,1153.2308252828147,1.4339986351629341,1
7,5,0,18,5,5,5,2238,292,114,469,141,325,11,10,15,4.83259967715716,70,921.5878432302387,1.4140994532235305,1
3,0,6,1,17,0,85,10165,178,186,294,236,376,12,7,28,0.9564464406284932,109,735.3079977115815,0.5273514474911455,1
4,4,4,2,12,10,24,5727,209,162,331,205,236,6,10,14,3.2753485584705495,33,1427.1047307422157,0.43479758132850166,0
3,8,2,1,2,12,81,4965,138,121,238,194,609,14,8,19,1.3027268664407594,105,574.0228364685569,0.7643027589858602,0
3,11,4,1,9,2,16,6686,142,50,271,234,326,11,7,18,3.6160507749778255,18,1638.107411729071,2.7435784614061682,0
3,13,2,9,13,4,60,10242,120,138,480,167,682,12,11,22,3.9064246994773777,57,1645.4668893814492,0.3391589035035304,0
2,1,3,13,5,2,11,4701,290,76,359,246,367,10,9,28,3.39975667166602,8,947.4705876310769,2.2722753101199746,0
2,16,4,1,2,9,5,3780,116,113,386,227,791,10,10,15,3.111047355250444,47,710.3864196373657,2.272645179400114,1
2,13,3,13,15,2,89,8398,261,112,390,184,493,14,3,13,4.473098560364857,114,710.9807268632837,2.429311211691787,0
4,12,1,7,6,13,26,2588,197,64,319,182,542,5,13,12,0.4852708838498144,81,1068.1243831931783,2.6598464669680664,1
7,8,1,2,19,9,7,13070,166,98,419,194,509,8,4,12,1.7214823523229565,40,1495.2426045488457,0.7891085326167908,0
6,14,0,6,13,2,82,3368,143,158,252,131,727,18,10,13,1.3166086501911454,47,845.9636437889458,0.6736784078066891,1
3,21,6,7,8,4,64,6789,212,169,421,165,739,5,14,14,4.941268414120565,44,1298.0780218239527,1.3965169995824391,1
3,14,4,14,14,12,56,1436,148,56,330,215,618,8,11,17,2.0080099203676802,105,888.4720290486698,0.7952675062561084,1
4,23,3,18,2,4,92,3828,162,85,436,237,643,6,6,25,3.689802226277954,24,748.14174047249,2.2029299669493225,0
3,10,2,15,1,3,98,2556,152,52,445,229,757,15,14,12,3.455153303016923,115,244.74712864842948,1.9078187302243008,0
2,15,1,2,1,0,39,8570,140,182,425,159,435,17,12,21,1.139198063639151,77,207.04539032370315,2.6249630641579547,0
6,16,6,10,2,4,13,14364,139,50,407,116,638,9,13,17,1.2710886330366016,107,608.973820097608,0.2482149104612147,0
5,3,1,12,17,9,34,13050,255,90,295,195,413,14,12,22,1.4782943614098674,24,931.5313162417918,2.7452500000742246,1
3,0,2,17,13,4,47,8480,66,92,399,243,284,18,11,13,2.1145236634709583,18,1732.2701012517084,0.8800458800102686,1
2,7,6,8,19,3,83,10496,67,151,446,115,284,13,6,23,1.2481928216875815,38,1637.2716372747657,1.4720830377809522,1
5,16,6,11,17,5,55,11576,222,81,271,145,688,15,12,23,0.19629226545955425,118,680.8974726583817,1.315834307818931,1
6,2,3,3,9,9,48,1182,165,117,384,206,264,19,12,22,4.409025978355258,78,640.1727973717389,2.2809349533132717,0
5,19,3,6,1,3,12,8190,142,182,205,187,263,16,12,15,4.831488173766332,79,609.1797279260494,1.2609999282955275,1
2,14,4,9,0,13,60,7687,261,84,405,228,542,14,11,26,1.773694896454683,26,810.6272129519606,2.830659436948228,0
7,14,4,6,3,6,48,6565,230,75,231,238,551,7,13,13,1.7586837091848173,103,1096.7576952110337,2.7076016479157263,1
7,23,5,9,13,6,45,8241,140,61,298,218,357,12,9,17,0.13474988259441784,73,989.6019896568358,2.6164834559085195,1
5,21,5,7,0,1,61,8651,131,84,455,184,788,7,4,26,3.4332283728188333,62,592.8917578066887,0.2137749979446837,1
4,13,0,9,13,2,7,6575,117,125,386,103,690,10,11,12,4.144655489168281,67,434.81253789851246,2.5627741846618184,0
5,22,1,18,15,0,42,2589,242,162,275,170,662,8,6,26,0.8183806717640155,114,222.6400624751517,2.3449063363296316,0
3,13,4,12,13,7,19,10779,163,65,376,210,424,12,10,18,0.8823651118990387,18,477.1338295997069,0.310538841018393,1
3,23,3,8,19,8,96,9851,50,139,486,149,512,15,9,11,3.9714079248600456,27,1469.641466349413,0.3222429763086656,1
7,1,2,8,2,3,89,1159,107,135,454,239,665,10,9,22,3.119824666935309,84,638.5494248220493,0.3034914345526235,1
4,12,3,18,2,5,38,13145,203,87,389,194,287,12,10,29,0.3198167323758134,110,1043.4832582187178,0.03399777961346262,0
2,13,1,15,8,8,84,7555,158,68,326,191,502,5,3,11,3.1504802532651803,77,1264.3420680618406,1.6459029155837506,0
3,23,5,7,5,5,48,10203,197,109,486,164,634,10,7,29,1.613696841934454,32,1796.3136250968928,2.92018287430813,0
7,18,3,11,12,13,63,9244,165,126,453,146,334,5,4,20,1.9067532618071454,111,1799.939177108155,1.3160541086993807,1
6,6,0,16,1,11,61,14333,136,142,412,205,249,5,4,24,3.871683949654713,9,1542.3207206264462,1.6222725056620693,0
7,2,1,4,7,11,53,14341,59,90,449,229,631,12,3,20,4.073582444095792,82,263.28258568730257,2.9039093903098667,1
3,14,5,6,1,11,8,7846,108,166,283,205,539,19,7,12,2.0617474715151705,29,1235.1267543537467,0.7655466863226921,0
3,22,2,3,3,8,87,3307,252,35,212,123,546,11,4,12,4.741049386431138,21,1615.8502474967117,2.575410757794789,1
7,13,5,9,14,14,36,2228,90,138,244,103,546,7,6,21,2.091667317965154,2,231.11848057405376,1.6391714016352084,1
2,10,6,10,3,3,48,8226,154,64,326,207,444,10,5,14,3.8819965726275387,100,1189.432304581841,1.7084295439890322,0
5,14,0,14,12,7,40,6590,182,68,313,118,308,19,5,29,2.4709985963648697,104,1743.975462414853,1.0295215716218507,1
3,12,1,11,11,8,16,7919,171,179,475,139,732,13,4,16,4.497908399958212,81,1053.3837365160805,1.6847530829007242,1
7,17,2,18,12,3,87,6585,242,198,404,149,289,11,8,16,4.548030093885875,74,207.39116521540723,0.2194275284348518,1
7,5,0,12,13,4,20,10227,194,147,472,174,495,16,4,22,0.5283423585683109,47,219.82404500409342,2.2939307178423367,0
4,2,5,12,19,13,50,12894,71,34,257,111,311,7,10,18,4.688817323420106,1,949.944867344751,0.854063284632815,1
5,18,0,13,17,7,58,7046,147,199,418,126,788,18,10,22,4.145120723450037,75,479.0156013501582,2.662824988481865,0
6,14,1,13,5,11,38,13237,297,116,308,212,376,18,14,21,3.977422500132068,53,1396.0111827678672,1.1035520838223754,0
2,22,4,19,10,9,54,5945,286,105,478,148,542,17,7,22,1.08446556445906,5,1475.8386768310772,0.4284723314606478,1
6,4,0,19,1,13,40,8927,218,187,373,243,300,10,12,19,4.045084122897858,106,520.1836318291314,2.0876447231054547,0
5,9,6,14,18,5,38,13641,270,86,463,229,600,15,9,10,4.26565039995668,39,1799.3599193440728,0.49373443414050855,1
5,6,0,4,18,11,12,14386,117,156,310,159,227,8,6,17,1.5168366388253398,107,995.4341209620666,2.261041546628971,0
5,16,5,13,4,6,63,8016,246,58,386,129,736,18,3,25,4.766074383975386,92,457.12263366546273,2.9043367092183496,1
6,6,5,8,18,2,10,8758,188,194,468,183,257,17,13,22,0.34431471735590485,93,1575.6528765249118,2.3386586063857853,0
5,21,2,19,1,6,18,14752,105,116,428,127,697,7,4,12,0.8345553409109844,1,1621.954100030191,0.06734774529397403,1
